접수일자,제작사,차명,모델년도
2021-04-16,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2017
2021-04-20,메르세데스벤츠코리아(주),Mercedes-Benz E350 4MATIC,2021
2021-04-20,르노코리아자동차 주식회사,SM5 D,2014
2021-04-19,비엠더블유코리아(주),BMW C 400 GT,2019
2021-04-16,현대자동차(주),팰리세이드(PALISADE),2021
2021-04-19,기아주식회사,쏘렌토,2021
2021-04-19,현대자동차(주),싼타페(SANTAFE),2021
2021-04-19,르노코리아자동차 주식회사,SM3,2010
2021-04-19,기아주식회사,카니발,2021
2021-04-19,기아주식회사,카니발,2015
2021-04-16,현대자동차(주),i40 Saloon,2012
2021-04-19,현대자동차(주),팰리세이드(PALISADE),2021
2021-04-19,르노코리아자동차 주식회사,SM6,2017
2021-04-19,기아주식회사,쏘렌토,2021
2021-04-19,현대자동차(주),그랜저(GRANDEUR),2009
2021-04-20,현대자동차(주),팰리세이드(PALISADE),2021
2021-04-16,기아주식회사,카니발,2021
2021-04-19,현대자동차(주),싼타페(SANTAFE),2021
2021-04-16,포드세일즈서비스코리아(유),Explorer 2.3 AWD,2016
2021-04-19,현대자동차(주),싼타페(SANTAFE),2021
2021-04-19,기아주식회사,K7 하이브리드,2020
2021-04-16,현대자동차(주),싼타페(SANTAFE),2021
2021-04-19,현대자동차(주),쏘나타 (SONATA),2010
2021-04-16,기아주식회사,K5,2021
2021-04-16,현대자동차(주),싼타페(SANTAFE),2021
2021-04-16,현대자동차(주),싼타페(SANTAFE),2021
2021-04-16,현대자동차(주),그랜저(GRANDEUR),2011
2021-04-16,르노코리아자동차 주식회사,SM6,2016
2021-04-16,현대자동차(주),그랜저(GRANDEUR),2009
2021-04-15,기아주식회사,카니발 리무진,2021
2021-04-15,기아주식회사,카니발,2017
2021-04-16,기아주식회사,카니발,2021
2021-04-16,현대자동차(주),싼타페(SANTAFE),2021
2021-04-19,현대자동차(주),투싼(TUCSON),2016
2021-04-19,현대자동차(주),그랜저(GRANDEUR),2015
2021-04-16,기아주식회사,카니발 리무진,2021
2021-04-16,기아주식회사,K7,2017
2021-04-16,르노코리아자동차 주식회사,SM6,2017
2021-04-16,현대자동차(주),싼타페(SANTAFE),2021
2021-04-19,기아주식회사,쏘렌토 하이브리드,2021
2021-04-16,한국지엠(주),말리부 1.5 TURBO,2018
2021-04-19,기아주식회사,니로 하이브리드,2020
2021-04-16,현대자동차(주),그랜저(GRANDEUR),2008
2021-04-15,기아주식회사,카니발,2021
2021-04-15,현대자동차(주),싼타페(SANTAFE),2021
2021-04-15,기아주식회사,카니발,2021
2021-04-15,현대자동차(주),싼타페(SANTAFE),2021
2021-04-15,현대자동차(주),아반떼 하이브리드(AVANTE HYBRID),2010
2021-04-15,현대자동차(주),그랜저(GRANDEUR),2017
2021-04-15,메르세데스벤츠코리아(주),Mercedes-Benz GLC300 e 4MATIC Coupe,2020
2021-04-15,기아주식회사,쏘렌토 하이브리드,2021
2021-04-14,(주)삼일크레인,삼일2톤크레인카고트럭,2020
2021-04-16,기아주식회사,쏘렌토 하이브리드,2021
2021-04-16,기아주식회사,쏘렌토 하이브리드,2021
2021-04-16,기아주식회사,쏘렌토 하이브리드,2021
2021-04-15,현대자동차(주),아반떼(AVANTE),2011
2021-04-15,현대자동차(주),투싼(TUCSON),2016
2021-04-15,현대자동차(주),팰리세이드(PALISADE),2020
2021-04-15,현대자동차(주),그랜저(GRANDEUR),2008
2021-04-14,메르세데스벤츠코리아(주),Mercedes-Benz GLC300 e 4MATIC Coupe,2021
2021-04-15,현대자동차(주),그랜저(GRANDEUR),2008
2021-04-15,비엠더블유코리아(주),BMW 530i Luxury,2020
2021-04-15,기아주식회사,카니발,2021
2021-04-15,기아주식회사,쏘렌토 하이브리드,2021
2021-04-14,메르세데스벤츠코리아(주),E220 d Cabriolet,2018
2021-04-15,현대자동차(주),그랜저(GRANDEUR),2008
2021-04-15,현대자동차(주),그랜저(GRANDEUR),2015
2021-04-15,현대자동차(주),싼타페(SANTAFE),2021
2021-04-15,한국지엠(주),말리부 1.5 TURBO,2018
2021-04-15,기아주식회사,카니발,2021
2021-04-15,현대자동차(주),투싼(TUCSON),2016
2021-04-15,폭스바겐그룹코리아 주식회사,A4 2.0 TFSI Quattro,2010
2021-04-15,현대자동차(주),그랜저(GRANDEUR),2008
2021-04-15,기아주식회사,포르테,2011
2021-04-14,현대자동차(주),싼타페(SANTAFE),2021
2021-04-14,자기인증면제차량,HYUNDAI GENESIS,2012
2021-04-14,현대자동차(주),싼타페(SANTAFE),2021
2021-04-14,기아주식회사,카니발 리무진,2021
2021-04-15,포드세일즈서비스코리아(유),토러스,2015
2021-04-14,현대자동차(주),투싼(TUCSON),2018
2021-04-14,한국지엠(주),올란도 2.0 LPG,2012
2021-04-14,현대자동차(주),팰리세이드(PALISADE),2021
2021-04-14,기아주식회사,K7,2013
2021-04-14,한국지엠(주),올란도 2.0 LPG,2012
2021-04-14,기아주식회사,카니발,2021
2021-04-14,기아주식회사,카니발,2021
2021-04-14,현대자동차(주),싼타페(SANTAFE),2021
2021-04-14,현대자동차(주),싼타페(SANTAFE),2021
2021-04-14,기아주식회사,카니발 리무진,2021
2021-04-14,현대자동차(주),싼타페(SANTAFE),2021
2021-04-14,현대자동차(주),싼타페(SANTAFE),2021
2021-04-14,현대자동차(주),싼타페(SANTAFE),2021
2021-04-14,메르세데스벤츠코리아(주),Mercedes-Benz E300 e 4MATIC,2021
2021-04-14,기아주식회사,카니발 리무진,2021
2021-04-14,한국지엠(주),올란도 2.0 LPG,2015
2021-04-14,기아주식회사,카니발,2021
2021-04-14,한국지엠(주),크루즈 1.8 DOHC,2014
2021-04-14,기아주식회사,카니발,2021
2021-04-14,한국지엠(주),말리부 1.5 TURBO,2017
2021-04-14,기아주식회사,카니발 리무진,2021
2021-04-13,기아주식회사,카니발,2021
2021-04-14,현대자동차(주),싼타페(SANTAFE),2021
2021-04-14,현대자동차(주),그랜저(GRANDEUR),2009
2021-04-14,기아주식회사,카니발 리무진,2021
2021-04-15,기아주식회사,카니발 리무진,2021
2021-04-14,기아주식회사,카니발,2021
2021-04-14,기아주식회사,카니발,2021
2021-04-14,기아주식회사,카니발,2021
2021-04-13,기아주식회사,카니발 리무진,2021
2021-04-14,지엠대우오토앤테크놀로지(주),CHEVROLET TRAVERSE AWD,2021
2021-04-14,기아주식회사,카니발 리무진,2021
2021-04-14,기아주식회사,K3,2019
2021-04-13,(주)재규어랜드로버코리아,재규어 XF 20d,2017
2021-04-13,지엠대우오토앤테크놀로지(주),CHEVROLET TRAVERSE AWD,2020
2021-04-13,현대자동차(주),쏘나타(SONATA),2015
2021-04-13,현대자동차(주),싼타페(SANTAFE),2021
2021-04-13,쌍용자동차(주),렉스턴,2021
2021-04-13,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 2.5,2016
2021-04-13,한국지엠(주),알페온2.4DOHC,2011
2021-04-13,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2016
2021-04-13,폭스바겐그룹코리아 주식회사,A6 40 TDI quattro,2016
2021-04-13,기아주식회사,K7,2020
2021-04-13,현대자동차(주),싼타페(SANTAFE),2021
2021-04-13,현대자동차(주),투싼(TUCSON),2021
2021-04-13,비엠더블유코리아(주),BMW X5 xDrive30d,2021
2021-04-13,르노코리아자동차 주식회사,XM3,2020
2021-04-14,기아주식회사,K7,2020
2021-04-12,한국닛산(주),ALTIMA 2.5,2017
2021-04-13,한국지엠(주),트랙스 1.4,2015
2021-04-14,폭스바겐그룹코리아 주식회사,Polo 5 FL 1.4 TDI BMT,2016
2021-04-13,현대자동차(주),팰리세이드(PALISADE),2020
2021-04-15,현대자동차(주),아반떼 (AVANTE),2012
2021-04-12,기아주식회사,카니발 리무진,2021
2021-04-12,한국지엠(주),말리부 1.5 TURBO,2017
2021-04-12,현대자동차(주),투싼(TUCSON),2019
2021-04-12,현대자동차(주),팰리세이드(PALISADE),2021
2021-04-12,기아주식회사,카니발,2021
2021-04-12,현대자동차(주),싼타페(SANTAFE),2021
2021-04-12,현대자동차(주),그랜저(GRANDEUR),2019
2021-04-12,혼다코리아(주),ACCORD 1.5T,2019
2021-04-12,현대자동차(주),싼타페(SANTAFE),2021
2021-04-12,기아주식회사,카니발 리무진,2021
2021-04-12,폭스바겐그룹코리아 주식회사,A7 50 TDI quattro,2016
2021-04-12,폭스바겐그룹코리아 주식회사,Golf 2.0 TDI BMT,2015
2021-04-12,현대자동차(주),팰리세이드(PALISADE),2021
2021-04-12,기아주식회사,카니발,2021
2021-04-12,현대자동차(주),팰리세이드(PALISADE),2021
2021-04-13,메르세데스벤츠코리아(주),Mercedes-Benz E 250,2020
2021-04-12,현대자동차(주),싼타페(SANTAFE),2021
2021-04-12,현대자동차(주),팰리세이드(PALISADE),2021
2021-04-12,현대자동차(주),싼타페(SANTAFE),2021
2021-04-12,현대자동차(주),그랜저(GRANDEUR),2010
2021-04-12,기아주식회사,카니발,2021
2021-04-13,기아주식회사,K5,2020
2021-04-12,기아주식회사,카니발,2021
2021-04-12,현대자동차(주),싼타페(SANTAFE),2021
2021-04-13,한국토요타자동차(주),토요타 Camry,2021
2021-04-13,한국토요타자동차(주),토요타 Camry,2021
2021-04-13,한국토요타자동차(주),토요타 Camry,2021
2021-04-13,스텔란티스코리아주식회사,짚랭글러 3.6 루비콘,2016
2021-04-12,메르세데스벤츠코리아(주),Mercedes-Benz E300 e 4MATIC,2020
2021-04-12,폭스바겐그룹코리아 주식회사,A4 2.0 TFSI,2010
2021-04-12,현대자동차(주),싼타페(SANTAFE),2021
2021-04-12,현대자동차(주),싼타페(SANTAFE),2021
2021-04-12,기아주식회사,K5 하이브리드,2014
2021-04-13,현대자동차(주),쏘나타(SONATA),2015
2021-04-09,현대자동차(주),싼타페(SANTAFE),2021
2021-04-09,폭스바겐그룹코리아 주식회사,Passat 2.0 TSI,2018
2021-04-12,현대자동차(주),싼타페(SANTAFE),2021
2021-04-12,현대자동차(주),싼타페(SANTAFE),2021
2021-04-12,르노코리아자동차 주식회사,SM6,2016
2021-04-12,기아주식회사,봉고Ⅲ 플러스내장차,2018
2021-04-12,폭스바겐그룹코리아 주식회사,A6 40 TDI,2020
2021-04-12,폭스바겐그룹코리아 주식회사,A6 40 TDI,2020
2021-04-12,메르세데스벤츠코리아(주),Mercedes-Benz GLB250 4MATIC,2021
2021-04-09,현대자동차(주),팰리세이드(PALISADE),2021
2021-04-09,현대자동차(주),싼타페(SANTAFE),2021
2021-04-09,쌍용자동차(주),렉스턴,2021
2021-04-09,기아주식회사,카니발 리무진,2021
2021-04-12,현대자동차(주),쏘나타(SONATA),2015
2021-04-09,현대자동차(주),싼타페(SANTAFE),2021
2021-04-09,현대자동차(주),그랜저(GRANDEUR),2012
2021-04-08,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2016
2021-04-09,현대자동차(주),쏘나타(SONATA),2015
2021-04-09,현대자동차(주),싼타페(SANTAFE),2021
2021-04-09,기아주식회사,K3,2018
2021-04-12,기아주식회사,K7,2020
2021-04-09,현대자동차(주),싼타페(SANTAFE),2021
2021-04-09,현대자동차(주),싼타페(SANTAFE),2021
2021-04-08,볼보트럭코리아(주),FM 카고,2017
2021-04-08,한국상용트럭(주),한국상용8.5톤카고트럭,2020
2021-04-08,기아주식회사,쏘렌토 GLS,2004
2021-04-09,현대자동차(주),싼타페(SANTAFE),2021
2021-04-09,기아주식회사,카니발,2021
2021-04-09,스텔란티스코리아주식회사,짚 체로키 2.4,2019
2021-04-09,기아주식회사,카니발,2021
2021-04-09,현대자동차(주),그랜저(GRANDEUR),2014
2021-04-09,현대자동차(주),싼타페(SANTAFE),2021
2021-04-09,기아주식회사,K7,2020
2021-04-09,현대자동차(주),싼타페(SANTAFE),2021
2021-04-09,현대자동차(주),싼타페(SANTAFE),2021
2021-04-09,현대자동차(주),팰리세이드(PALISADE),2021
2021-04-09,현대자동차(주),팰리세이드(PALISADE),2021
2021-04-09,현대자동차(주),팰리세이드(PALISADE),2021
2021-04-09,현대자동차(주),팰리세이드(PALISADE),2021
2021-04-09,기아주식회사,카니발,2021
2021-04-09,기아주식회사,카니발,2021
2021-04-09,현대자동차(주),싼타페(SANTAFE),2021
2021-04-09,기아주식회사,카니발,2021
2021-04-09,현대자동차(주),싼타페(SANTAFE),2021
2021-04-09,현대자동차(주),싼타페(SANTAFE),2021
2021-04-09,현대자동차(주),싼타페(SANTAFE),2021
2021-04-09,현대자동차(주),싼타페(SANTAFE),2021
2021-04-09,기아주식회사,카니발,2021
2021-04-09,기아주식회사,카니발,2021
2021-04-09,기아주식회사,카니발,2021
2021-04-09,현대자동차(주),제네시스(GENESIS),2014
2021-04-09,현대자동차(주),싼타페(SANTAFE),2021
2021-04-09,기아주식회사,카니발 리무진,2021
2021-04-09,기아주식회사,카니발,2021
2021-04-09,기아주식회사,카니발,2021
2021-04-09,현대자동차(주),아반떼(AVANTE),2021
2021-04-09,현대자동차(주),싼타페(SANTAFE),2021
2021-04-09,기아주식회사,쏘렌토,2021
2021-04-09,한국지엠(주),알페온 3.0 DOHC,2011
2021-04-09,현대자동차(주),싼타페(SANTAFE),2021
2021-04-09,현대자동차(주),팰리세이드(PALISADE),2019
2021-04-09,기아주식회사,K3,2018
2021-04-09,기아주식회사,K3,2018
2021-04-07,기아주식회사,모하비,2015
2021-04-09,르노코리아자동차 주식회사,SM6,2017
2021-04-09,현대자동차(주),싼타페(SANTAFE),2021
2021-04-09,현대자동차(주),싼타페(SANTAFE),2021
2021-04-09,현대자동차(주),싼타페(SANTAFE),2021
2021-04-09,현대자동차(주),싼타페(SANTAFE),2021
2021-04-09,기아주식회사,카니발,2021
2021-04-09,기아주식회사,카니발,2021
2021-04-09,현대자동차(주),싼타페(SANTAFE),2021
2021-04-07,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2017
2021-04-09,현대자동차(주),쏘나타(SONATA),2015
2021-04-09,(주)아이카,캐딜락 에스컬레이드(ESCALADE),2007
2021-04-07,기아주식회사,K7,2012
2021-04-09,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 2.5,2016
2021-04-09,기아주식회사,셀토스,2021
2021-04-09,기아주식회사,카니발,2021
2021-04-09,현대자동차(주),그랜저(GRANDEUR),2011
2021-04-07,기아주식회사,K5,2019
2021-04-09,기아주식회사,K7,2020
2021-04-09,현대자동차(주),쏘나타(SONATA),2015
2021-04-08,폭스바겐그룹코리아 주식회사,A5 2.0 TFSI Quattro,2010
2021-04-08,현대자동차(주),싼타페(SANTAFE),2021
2021-04-09,(주)재규어랜드로버코리아,재규어 XE 2.0D,2016
2021-04-08,지엠대우오토앤테크놀로지(주),CHEVROLET TRAVERSE AWD,2020
2021-04-08,기아주식회사,모하비,2015
2021-04-08,한국지엠(주),말리부 2.0 DOHC,2012
2021-04-08,현대자동차(주),싼타페(SANTAFE),2021
2021-04-06,기아주식회사,K5,2014
2021-04-08,기아주식회사,카니발,2021
2021-04-08,기아주식회사,카니발,2021
2021-04-08,기아주식회사,카니발,2021
2021-04-09,르노코리아자동차 주식회사,SM6,2016
2021-04-08,기아주식회사,카니발,2021
2021-04-08,기아주식회사,쏘렌토,2021
2021-04-08,기아주식회사,K5 하이브리드,2013
2021-04-08,현대자동차(주),싼타페(SANTAFE),2021
2021-04-08,(주)재규어랜드로버코리아,디스커버리 TD6,2018
2021-04-06,현대자동차(주),엑센트 (ACCENT),2019
2021-04-08,스텔란티스코리아주식회사,300C,2014
2021-04-06,현대자동차(주),싼타페(SANTAFE),2021
2021-04-09,기아주식회사,K5,2016
2021-04-06,기아주식회사,카니발 리무진,2021
2021-04-06,기아주식회사,카니발,2021
2021-04-06,현대자동차(주),싼타페(SANTAFE),2021
2021-04-08,기아주식회사,K5,2020
2021-04-08,기아주식회사,K5,2020
2021-04-06,폭스바겐그룹코리아 주식회사,A6 45 TFSI quattro,2021
2021-04-08,폭스바겐그룹코리아 주식회사,Arteon 2.0 TDI,2019
2021-04-06,비엠더블유코리아(주),BMW 320d,2014
2021-04-08,현대자동차(주),제네시스(GENESIS),2009
2021-04-08,현대자동차(주),아반떼(AVANTE),2017
2021-04-08,현대자동차(주),싼타페(SANTAFE),2021
2021-04-08,현대자동차(주),아반떼 (AVANTE),2012
2021-04-06,현대자동차(주),팰리세이드(PALISADE),2021
2021-04-06,기아주식회사,카니발,2021
2021-04-07,(주)재규어랜드로버코리아,디스커버리 SD4,2018
2021-04-07,현대자동차(주),팰리세이드(PALISADE),2021
2021-04-07,현대자동차(주),싼타페(SANTAFE),2021
2021-04-07,현대자동차(주),싼타페(SANTAFE),2021
2021-04-07,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2018
2021-04-07,비엠더블유코리아(주),BMW 520d xDrive,2018
2021-04-07,비엠더블유코리아(주),BMW 520d xDrive,2018
2021-04-07,기아주식회사,K3,2019
2021-04-07,기아주식회사,카니발 리무진,2021
2021-04-07,지엠대우오토앤테크놀로지(주),CHEVROLET TRAVERSE AWD,2021
2021-04-07,기아주식회사,카니발 리무진,2021
2021-04-07,기아주식회사,카니발 리무진,2021
2021-04-07,기아주식회사,카니발 리무진,2021
2021-04-07,기아주식회사,카니발 리무진,2021
2021-04-07,현대자동차(주),그랜저(GRANDEUR),2011
2021-04-07,현대자동차(주),그랜저(GRANDEUR),2011
2021-04-08,르노코리아자동차 주식회사,SM7,2015
2021-04-08,르노코리아자동차 주식회사,SM7,2015
2021-04-07,기아주식회사,카니발,2021
2021-04-07,한국지엠(주),스파크 1.0,2021
2021-04-05,기아주식회사,쏘렌토,2021
2021-04-07,현대자동차(주),그랜저(GRANDEUR),2015
2021-04-07,기아주식회사,카니발 리무진,2021
2021-04-05,현대자동차(주),GV70,2021
2021-04-07,지엠대우오토앤테크놀로지(주),CHEVROLET TRAVERSE AWD,2020
2021-04-07,현대자동차(주),싼타페(SANTAFE),2021
2021-04-05,지엠대우오토앤테크놀로지(주),CHEVROLET TRAVERSE AWD,2021
2021-04-05,기아주식회사,K7,2016
2021-04-08,쌍용자동차(주),렉스턴,2021
2021-04-04,쌍용자동차(주),렉스턴,2021
2021-04-04,현대자동차(주),싼타페(SANTAFE),2021
2021-04-04,기아주식회사,쏘렌토,2021
2021-04-04,현대자동차(주),싼타페(SANTAFE),2021
2021-04-04,폭스바겐그룹코리아 주식회사,Passat 2.0 TSI,2018
2021-04-04,현대자동차(주),싼타페(SANTAFE),2021
2021-04-04,지엠대우오토앤테크놀로지(주),CHEVROLET TRAVERSE AWD,2020
2021-04-04,현대자동차(주),팰리세이드(PALISADE),2021
2021-04-04,현대자동차(주),쏘나타(SONATA),2015
2021-04-04,기아주식회사,쏘렌토 하이브리드,2021
2021-04-04,현대자동차(주),쏘나타(SONATA),2015
2021-04-04,현대자동차(주),쏘나타(SONATA),2015
2021-04-04,한불모터스(주),Peugeot 308SW 2.0 Blue-HDi,2016
2021-04-04,현대자동차(주),쏘나타(SONATA),2017
2021-04-04,지엠대우오토앤테크놀로지(주),CHEVROLET TRAVERSE AWD,2020
